Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,Sector,Department,JobTitle,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,Maritalstatus_married,Maritalstatus_single
1,1,1,1,1,12,6,52,1,1,1,1,0,2,1,1,0,1,1,2,1,2,2,1,2,1,0,1,0,2,2,0,0,1
0,2,2,2,2,10,14,23,3,2,1,0,0,1,0,0,1,1,1,3,1,2,2,2,2,0,0,1,0,2,2,1,1,0
1,1,2,1,1,14,16,28,1,0,0,0,1,2,0,0,0,0,1,1,0,1,1,3,2,2,2,0,0,1,1,1,0,1
0,1,2,2,1,11,11,22,4,2,1,0,1,1,0,0,0,0,1,1,1,2,2,2,1,1,0,1,0,1,2,1,0,1
0,1,2,1,1,3,13,46,2,0,0,0,0,1,0,0,0,0,1,1,0,1,3,2,2,1,2,0,0,1,1,1,1,0
0,2,2,2,1,1,1,2,3,2,1,0,0,1,0,0,1,1,2,2,0,2,2,3,2,0,1,0,0,2,2,1,0,1
1,4,2,1,1,7,8,58,1,0,0,1,0,2,0,1,1,1,1,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0
1,1,2,2,1,12,14,23,3,1,1,1,1,3,1,1,1,1,1,3,1,2,2,1,2,1,1,1,0,3,3,1,1,0
1,2,3,2,2,7,8,29,2,1,0,0,0,1,0,0,1,1,1,2,1,2,1,3,2,2,2,1,0,2,2,1,0,1
1,1,2,1,1,5,13,46,1,2,1,0,0,1,1,0,1,1,2,3,1,3,2,2,2,1,1,0,0,3,2,0,1,0
1,1,2,2,2,6,4,10,2,0,1,1,1,2,1,1,2,1,1,3,1,3,2,2,3,0,1,1,1,3,3,1,1,0
1,1,2,1,1,11,1,30,1,0,0,1,1,1,0,0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,2,0,0,1
0,2,1,4,1,12,2,27,1,0,0,0,1,2,0,0,2,1,1,1,0,2,2,1,2,1,1,0,0,2,1,1,1,0
0,1,2,2,1,13,17,31,1,1,1,1,1,3,0,0,0,0,2,1,0,2,2,2,3,0,1,1,0,2,2,0,0,1
0,1,2,1,1,3,13,11,1,0,1,0,1,2,0,0,1,1,1,2,1,2,2,1,2,0,0,0,0,2,2,1,0,1
0,1,2,5,5,7,8,58,1,0,1,0,1,2,0,0,1,1,1,2,0,3,3,2,3,2,0,1,0,2,2,0,1,0
1,3,2,4,4,7,8,58,2,0,0,0,0,1,1,0,3,1,1,1,1,3,2,2,2,2,1,1,0,2,2,0,1,0
0,2,2,2,2,11,1,1,3,2,1,1,0,1,1,1,2,1,2,2,1,3,3,3,2,0,1,1,1,3,2,1,1,0
1,2,3,2,2,7,1,2,2,2,1,1,1,2,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0
1,1,2,1,1,11,13,46,2,0,1,1,1,3,1,1,1,1,2,2,1,3,2,1,2,1,1,1,0,2,3,1,0,1
1,3,2,6,6,3,19,15,1,0,1,1,1,3,0,0,3,1,1,1,0,1,3,1,1,2,2,0,0,1,2,1,1,0
0,1,2,2,2,11,6,50,3,4,1,1,0,1,1,0,1,1,2,2,1,3,3,1,2,2,2,1,0,2,3,0,0,1
1,3,2,5,5,7,8,58,2,1,0,0,0,2,1,1,3,1,1,3,1,3,3,1,3,1,1,1,0,3,3,0,1,0
0,2,3,1,1,5,15,26,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,1,1,0,0,1,1,0,1,0
0,2,2,2,2,7,8,58,2,0,1,0,1,3,1,1,3,1,1,3,1,3,2,2,2,0,1,1,1,3,3,1,1,0
1,2,2,3,3,7,8,29,3,1,0,0,0,1,1,1,3,1,1,1,0,3,2,2,2,1,1,0,0,2,2,0,1,0
1,1,1,1,1,0,13,11,1,0,1,0,0,1,0,0,0,0,1,2,1,2,2,2,1,1,1,0,0,2,2,1,0,1
1,2,2,1,1,11,11,60,4,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,0,1,1,1,1,0,1
0,2,2,3,1,3,19,33,1,1,1,1,1,3,0,0,1,1,1,2,0,2,2,2,1,1,1,0,0,2,2,0,1,0
1,1,1,1,1,3,19,33,1,1,1,1,1,3,0,1,0,0,1,3,1,2,2,2,2,1,1,1,0,2,2,0,0,1
0,2,4,4,4,11,2,22,6,4,1,1,1,3,1,1,1,1,1,3,1,3,3,2,2,0,1,1,1,2,3,0,1,0
1,1,1,1,1,7,1,30,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,0,0,0,0,1,1,0,0,1
1,1,3,2,2,0,4,48,2,0,1,1,1,3,1,1,1,1,1,3,1,2,2,2,1,0,2,1,1,2,2,1,0,1
1,2,2,2,2,7,1,2,3,0,1,0,0,2,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,3,3,0,1,0
0,2,2,1,1,1,14,53,1,0,1,1,1,3,1,1,1,1,3,2,1,3,2,3,2,2,2,1,1,3,3,1,1,0
0,2,2,2,2,7,8,58,2,0,0,0,0,2,0,0,0,0,1,1,0,1,2,2,3,0,1,1,0,2,2,0,1,0
0,1,2,1,1,3,19,14,2,1,0,0,0,1,0,0,0,0,1,2,0,2,2,3,2,1,2,0,0,3,2,0,0,1
1,3,2,2,1,3,5,55,1,0,0,0,0,3,0,0,1,1,3,1,0,1,2,2,1,2,1,0,1,2,2,1,1,0
1,1,2,2,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,2,2,1,1,0,0,1,1,0,0,1
1,3,3,2,2,3,19,33,2,3,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0
0,2,1,2,2,10,1,2,2,3,1,0,0,2,1,1,1,1,1,3,1,3,2,1,2,1,1,1,0,3,2,0,1,0
0,1,1,1,1,6,4,10,1,0,1,0,1,3,0,0,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,0,0,1
1,2,2,3,1,7,8,58,2,0,0,0,0,1,0,0,3,1,1,2,1,1,2,2,2,1,1,1,0,2,2,0,1,0
0,2,3,2,2,3,19,33,2,4,1,1,1,3,1,1,3,1,1,3,1,3,2,3,2,1,1,1,1,2,3,0,1,0
1,3,2,3,3,7,8,58,1,0,0,0,0,1,1,1,0,0,1,2,1,2,2,1,2,2,2,0,0,2,2,0,1,0
1,3,2,4,4,7,8,58,3,0,0,0,0,1,1,0,2,1,1,2,1,2,2,1,2,1,1,1,0,2,2,0,1,0
1,1,1,1,1,12,13,46,2,2,0,0,0,1,0,0,0,0,1,2,0,2,2,1,1,2,1,0,0,2,2,0,1,0
1,1,2,2,1,7,8,58,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,1,1,0,0,2,1,1,0,1
0,2,1,2,2,1,6,57,2,0,1,1,1,2,0,0,1,1,2,2,0,2,3,2,1,0,2,0,0,2,2,0,1,0
1,1,2,2,2,8,0,0,1,2,1,1,1,3,1,1,2,1,1,3,1,2,3,1,3,2,1,1,0,2,3,0,1,0
1,2,2,2,1,8,14,23,2,1,1,0,0,1,1,1,1,0,1,2,1,2,2,2,2,0,0,1,1,2,2,0,1,0
1,2,2,1,1,7,1,30,1,1,1,0,0,1,1,1,1,1,1,2,1,2,2,2,2,0,0,1,0,2,2,0,0,1
0,2,3,2,2,2,1,2,4,2,1,0,0,1,0,0,1,1,2,1,0,2,2,3,2,2,2,1,1,2,2,1,1,0
1,1,2,1,1,3,19,38,1,0,1,0,1,1,0,0,0,0,1,1,0,3,2,3,1,2,2,0,0,2,1,0,0,1
1,2,2,2,1,1,14,23,3,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,0,1,1,1,2,2,1,1,0
0,2,3,3,2,3,19,33,1,1,1,1,1,3,0,1,1,1,2,2,1,2,2,2,2,1,0,0,0,2,2,1,0,1
0,2,3,2,2,11,1,20,3,4,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,0,0,1,0,2,2,0,1,0
1,1,2,1,1,7,8,58,1,0,0,0,1,2,0,0,0,0,1,1,1,2,2,2,2,1,1,0,0,2,1,0,0,1
0,2,3,3,3,11,1,2,4,3,1,1,1,3,1,1,3,1,3,3,1,3,2,2,2,0,0,1,0,3,3,0,1,0
1,1,1,1,1,3,13,46,1,2,1,0,1,3,0,0,0,0,1,1,0,1,1,1,2,2,2,0,0,1,1,1,0,1
0,2,3,2,2,3,19,33,2,3,1,1,1,3,1,1,2,1,1,3,1,2,2,2,2,0,0,1,0,2,3,0,1,0
1,2,2,2,2,3,19,33,1,3,1,1,0,1,1,1,0,1,2,2,1,3,2,1,3,0,0,1,0,2,2,1,1,0
0,1,2,1,1,3,19,27,2,0,1,0,1,3,0,0,0,0,1,1,0,2,2,3,1,1,2,0,0,1,1,0,0,1
1,2,2,2,2,7,8,58,2,0,0,0,0,1,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0
1,1,1,2,2,3,13,46,2,0,1,0,0,1,1,1,0,0,1,2,0,2,2,2,2,1,1,0,1,2,1,1,1,0
0,2,2,1,1,7,8,58,2,2,0,0,0,1,1,1,2,1,1,3,1,2,1,1,3,1,1,1,0,3,3,1,1,0
1,3,2,1,1,7,8,59,1,0,0,0,0,1,0,0,1,1,1,2,1,3,2,3,1,1,1,0,0,3,3,1,1,0
0,2,2,2,2,6,4,48,2,4,1,1,1,3,1,1,1,1,1,3,1,3,3,3,2,0,0,1,0,2,3,1,1,0
1,2,2,2,2,3,13,46,2,0,1,1,1,3,1,1,1,1,1,2,1,3,2,1,2,0,0,1,0,2,2,1,1,0
0,2,2,3,3,7,1,2,2,0,0,0,0,1,0,0,0,0,1,1,1,3,3,2,3,1,0,0,0,2,2,0,0,1
0,2,1,2,1,13,5,57,1,2,1,0,0,3,0,0,0,0,3,1,0,1,3,3,1,2,2,0,1,1,1,1,1,0
1,2,2,3,3,3,19,15,3,1,0,0,0,1,1,1,1,1,1,1,0,3,3,3,3,2,2,1,0,2,2,1,1,0
1,1,2,2,1,3,1,31,2,1,1,1,0,1,1,0,1,1,1,3,1,2,2,2,2,2,1,0,0,3,2,1,0,1
1,3,4,2,2,3,19,15,7,2,0,0,1,2,1,0,0,0,3,1,0,1,2,2,2,0,0,1,0,2,2,1,1,0
0,2,3,2,1,8,14,10,2,0,0,0,0,1,0,0,0,0,2,2,0,2,2,2,2,1,1,0,0,2,1,1,1,0
1,1,1,1,1,7,6,50,2,2,1,1,1,3,0,0,0,1,1,2,1,3,2,2,3,1,0,0,0,2,2,1,0,1
1,1,2,1,1,7,1,30,2,1,0,1,1,3,1,1,1,1,2,3,1,3,3,2,2,1,0,1,0,3,3,0,0,1
0,3,4,4,4,3,19,15,7,4,1,1,0,1,1,1,3,1,1,3,1,3,2,2,2,1,0,1,0,3,3,0,1,0
0,1,2,2,1,9,7,21,1,2,1,0,0,1,0,0,0,0,1,1,1,2,2,2,2,1,1,0,0,1,1,0,0,1
1,1,2,2,1,0,9,26,2,1,1,0,1,2,0,0,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,1,1,0
1,2,2,1,1,14,16,28,2,1,1,0,0,1,0,1,0,0,1,3,1,2,2,3,2,1,2,0,0,1,1,1,0,1
1,2,1,1,1,11,0,57,1,3,1,1,0,2,0,0,2,1,2,2,0,2,3,2,1,2,2,1,0,2,2,1,1,0
1,2,2,2,1,11,13,11,2,2,1,0,0,1,0,0,2,1,2,2,1,3,2,2,3,1,2,1,0,3,2,1,0,1
0,1,1,2,2,3,13,46,2,0,1,0,0,1,1,1,2,1,1,2,1,2,2,2,2,0,0,1,0,2,2,0,0,1
1,2,2,1,1,3,13,51,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,0,2,2,0,1,0
1,1,2,1,1,3,19,33,1,3,1,1,1,2,1,1,1,1,3,3,1,3,2,2,2,0,0,1,0,3,2,0,1,0
1,2,2,2,2,3,19,38,2,2,1,1,1,2,1,1,0,0,1,2,1,2,2,2,2,0,0,0,1,2,2,1,1,0
1,1,1,1,1,12,6,52,1,0,0,0,1,3,0,0,0,0,1,1,0,1,1,1,2,2,2,0,1,1,1,1,1,0
0,1,2,2,2,7,8,58,1,0,1,0,0,1,1,0,1,1,1,2,1,2,2,2,2,1,1,0,0,3,2,0,0,1
1,1,2,1,1,3,19,33,1,0,1,1,0,2,0,0,1,1,2,2,1,2,2,2,2,0,1,1,0,1,2,1,1,0
0,2,2,3,1,8,1,57,2,2,1,0,1,3,0,0,0,0,1,1,0,2,2,3,2,2,2,0,0,1,1,1,1,0
1,2,2,2,2,7,8,24,1,0,0,0,0,2,0,0,0,0,1,1,0,1,1,2,1,2,2,0,0,1,1,0,1,0
1,1,2,1,1,11,15,26,1,2,1,0,0,3,0,0,1,0,1,2,0,2,2,1,3,0,2,0,0,2,2,1,0,1
1,3,1,2,2,3,2,25,1,1,1,0,1,2,0,0,0,0,1,1,0,3,2,1,2,1,2,0,0,2,2,1,0,1
0,2,2,2,2,12,1,2,2,2,1,1,0,1,1,1,1,1,2,3,1,3,3,1,2,1,0,1,0,3,3,0,1,0
0,2,2,2,2,8,0,19,3,3,1,1,0,1,1,1,2,1,1,3,1,3,3,2,3,1,0,1,0,3,3,0,1,0
0,3,2,6,6,7,8,58,1,0,1,1,0,1,1,0,3,1,3,2,1,3,3,1,3,0,0,1,0,3,3,0,1,0
1,1,2,1,1,3,13,46,2,2,1,0,0,1,1,1,0,0,1,3,1,3,2,2,2,1,1,0,1,2,2,1,1,0
1,1,2,1,1,12,13,11,1,4,1,0,1,2,0,0,0,0,1,1,0,1,1,3,2,1,2,0,0,2,1,0,0,1
0,2,2,2,2,6,9,18,2,3,1,1,1,3,1,1,1,1,3,3,1,3,2,2,3,1,0,1,1,3,3,0,1,0
1,1,2,1,1,7,8,58,2,0,1,0,0,1,1,1,2,1,1,2,1,3,2,1,3,1,1,1,0,3,3,0,0,1
1,1,1,2,2,12,6,9,2,2,1,1,0,1,0,0,3,1,1,3,1,3,2,1,2,1,1,0,0,2,2,0,1,0
0,1,1,3,3,12,1,57,2,4,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,0,0,1,0,2,2,0,1,0
1,2,2,2,2,3,4,10,2,0,0,0,0,1,0,0,2,0,1,1,1,3,1,2,2,1,1,0,0,2,2,0,1,0
1,2,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,2,2,2,2,2,2,0,0,2,1,0,0,1
1,1,2,1,1,3,19,33,1,2,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,3,2,0,1,0
0,2,2,4,1,9,7,8,2,4,1,1,1,3,1,1,0,0,2,1,1,2,3,1,3,0,0,1,0,3,3,1,1,0
1,1,2,2,1,6,17,31,2,1,1,1,1,3,1,1,1,1,2,3,1,3,3,2,2,0,1,1,0,2,2,1,0,1
0,2,2,2,2,10,2,42,3,1,1,0,0,1,0,0,2,1,2,2,1,3,2,2,2,0,0,0,1,2,2,1,1,0
1,1,3,2,2,11,2,36,2,3,1,1,1,3,1,1,3,1,1,3,1,3,3,2,3,1,0,1,1,3,3,0,0,1
0,4,1,6,3,11,5,55,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,2,0,0,1,0,3,2,0,1,0
0,3,2,7,7,6,1,2,7,0,1,0,0,1,1,1,3,1,2,3,1,3,1,2,3,0,0,1,0,3,2,0,1,0
0,2,2,2,2,7,1,2,2,0,1,0,0,1,0,0,1,1,1,1,0,2,3,2,2,2,2,0,0,2,2,1,1,0
0,2,2,2,2,11,14,23,4,2,1,1,0,1,1,0,1,1,2,2,1,2,2,1,2,1,1,0,0,2,2,1,1,0
0,3,2,4,4,7,8,58,1,2,1,0,0,1,1,0,2,1,1,2,0,3,3,1,3,0,0,0,0,2,2,0,1,0
0,2,1,1,1,12,6,51,1,3,1,1,1,3,1,1,2,1,1,2,1,3,1,2,1,0,0,1,0,3,2,0,1,0
0,2,2,2,2,10,2,42,3,1,1,1,0,1,1,0,1,1,2,3,1,3,2,2,1,2,2,1,0,3,2,1,1,0
1,2,2,2,2,11,6,50,2,2,1,1,1,3,1,1,3,1,1,3,1,3,2,2,3,1,0,1,0,3,3,0,1,0
1,1,2,2,1,11,6,50,2,1,1,1,0,1,1,1,2,1,1,2,1,2,2,3,2,0,1,1,0,2,2,1,1,0
1,1,2,2,2,12,0,0,2,0,1,0,0,1,0,0,2,1,1,3,0,2,2,3,2,2,2,1,0,2,2,0,0,1
0,1,2,1,1,6,1,53,2,1,0,0,0,1,0,0,1,1,1,1,0,2,2,2,2,0,0,0,1,2,2,0,1,0
1,2,2,2,2,1,1,30,2,1,1,1,0,1,1,1,1,1,1,2,1,2,2,3,2,0,0,1,0,2,2,1,1,0
1,1,3,1,1,3,19,38,3,4,1,1,1,3,1,1,1,1,2,3,1,3,1,3,2,1,1,0,0,3,2,1,1,0
1,2,2,2,2,7,8,58,2,2,1,1,0,2,1,1,1,1,1,2,1,3,2,1,3,1,1,1,0,2,2,0,1,0
0,2,3,2,2,6,9,17,3,4,1,1,1,3,1,1,3,1,2,2,1,2,1,2,2,0,0,1,0,2,3,0,1,0
1,1,2,2,2,7,8,58,2,0,1,1,1,3,1,1,3,1,2,3,1,2,2,2,2,0,0,1,0,2,2,0,1,0
1,2,1,3,1,3,19,33,1,3,1,1,1,3,1,1,1,1,1,3,1,3,2,1,3,0,0,1,0,3,3,1,1,0
0,1,2,1,1,3,19,38,3,1,1,0,1,3,1,0,1,1,1,2,0,3,2,1,1,2,2,0,1,2,2,0,0,1
1,1,2,2,1,8,17,31,2,2,1,1,0,1,1,1,1,1,1,2,1,2,3,2,2,0,1,1,0,2,2,1,0,1
1,1,2,2,2,11,0,0,2,0,1,0,0,1,1,1,2,1,1,3,1,3,2,2,2,1,1,1,0,2,2,1,0,1
1,1,2,2,2,11,13,11,2,1,1,1,0,1,0,0,0,0,2,2,0,2,3,1,1,2,2,0,0,1,2,0,0,1
1,1,1,1,1,3,19,45,1,0,1,0,0,3,0,0,0,0,1,2,0,1,1,3,2,2,2,0,0,3,2,1,0,1
1,1,2,2,2,11,0,1,2,2,1,0,0,2,0,0,0,0,1,2,0,2,2,1,3,0,0,1,0,3,2,0,0,1
1,3,2,2,2,1,1,2,2,0,1,0,0,1,1,1,0,0,1,1,1,1,2,2,2,0,0,1,0,2,2,1,1,0
0,2,2,2,1,13,2,8,3,1,1,0,0,1,0,0,1,1,2,1,0,2,3,3,2,2,1,1,0,2,2,1,1,0
0,2,2,3,2,11,1,20,4,1,1,1,1,3,1,1,1,1,3,3,1,3,3,3,1,2,2,1,1,3,3,1,1,0
1,2,2,1,1,13,14,23,2,2,1,0,0,1,0,0,0,0,1,2,0,2,2,2,2,0,0,0,0,2,1,1,1,0
1,1,2,1,1,0,13,11,1,2,1,0,1,2,0,0,0,0,1,1,0,3,1,3,2,2,2,0,0,1,1,0,1,0
0,1,1,1,1,6,2,61,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,2,2,0,1,2,1,1,1,0
0,2,1,3,3,12,2,16,1,2,0,1,1,3,0,0,1,1,1,3,1,3,2,1,2,1,1,0,0,2,2,0,1,0
0,1,2,1,1,3,2,51,1,0,1,0,1,3,0,0,1,0,1,1,0,1,2,3,2,0,2,1,1,2,3,0,0,1
1,1,2,1,1,10,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,2,2,2,2,1,2,0,0,1,2,1,0,1
0,1,2,2,1,8,6,51,2,4,1,0,0,1,1,0,0,0,1,2,1,3,2,3,2,2,2,1,0,3,3,1,1,0
0,3,3,4,3,11,0,49,2,3,1,1,1,3,0,0,3,1,2,3,1,2,2,1,1,2,2,1,0,3,3,1,1,0
1,4,1,7,7,7,8,58,2,0,0,0,0,1,1,1,3,1,1,3,1,3,3,1,3,0,1,1,0,3,3,1,1,0
1,2,2,2,2,7,8,58,2,0,0,0,0,1,0,1,3,1,1,1,1,3,2,2,2,0,0,0,0,2,2,0,1,0
1,1,2,1,1,11,12,5,2,2,1,1,0,1,1,0,2,1,1,2,1,1,2,2,2,1,2,0,0,2,2,0,0,1
1,1,2,1,1,1,6,51,1,0,1,1,1,3,0,0,1,1,1,1,0,1,3,1,1,2,2,0,1,1,1,0,0,1
0,1,2,1,1,0,6,50,2,1,1,1,0,1,1,1,2,1,1,3,1,3,2,2,3,0,1,1,0,3,2,0,0,1
1,1,2,1,1,7,10,59,3,0,0,0,0,1,1,0,2,1,1,2,1,2,2,1,2,2,2,1,0,1,2,0,0,1
0,2,2,2,2,12,1,57,3,4,1,1,1,3,1,1,2,1,3,3,1,3,2,2,2,0,0,1,0,2,2,0,1,0
0,2,2,2,2,3,1,2,3,1,1,1,1,3,1,0,2,1,1,3,1,3,2,2,2,0,0,0,0,2,2,1,1,0
0,3,2,5,1,8,1,2,7,2,1,1,1,3,1,1,2,1,3,3,1,3,3,1,3,0,0,0,0,3,3,0,1,0
1,3,2,2,2,3,1,30,2,1,1,0,0,1,0,0,1,1,2,2,1,2,2,1,2,2,2,0,0,2,2,1,1,0
1,1,1,1,1,5,13,57,1,0,1,0,0,1,0,0,0,0,1,1,0,2,3,2,2,2,2,0,0,2,1,0,1,0
1,2,1,1,1,1,6,52,1,2,1,1,1,3,1,0,3,1,1,1,0,1,1,2,2,2,2,0,0,1,1,1,1,0
1,1,2,3,3,7,8,58,2,0,1,1,1,2,1,1,2,1,1,3,1,3,2,2,2,1,0,1,1,2,2,1,1,0
0,1,1,2,2,3,19,33,1,1,1,1,0,1,1,1,1,1,1,3,1,3,3,1,3,0,0,1,0,3,3,0,1,0
0,2,3,1,1,3,19,15,4,3,1,1,0,2,1,1,1,1,2,2,1,3,2,2,2,1,1,1,0,2,2,0,1,0
1,2,2,3,3,7,8,58,3,1,0,0,0,1,1,0,2,1,1,2,1,3,2,2,2,2,2,1,0,2,2,0,1,0
0,2,2,1,1,7,8,58,1,0,0,0,1,2,1,0,0,0,1,1,1,2,1,1,2,1,0,1,0,2,2,1,0,0
1,1,3,1,1,7,1,2,1,0,0,0,0,1,1,0,0,0,1,2,1,2,2,2,2,2,2,1,0,2,2,0,0,1
1,1,2,1,1,3,13,11,1,1,1,0,0,1,0,0,1,1,1,3,1,2,2,1,2,1,1,0,0,2,2,1,1,0
1,1,1,1,1,3,13,11,2,3,1,1,1,3,1,1,0,0,1,3,1,3,2,1,2,2,2,1,0,3,3,0,0,1
1,1,2,1,1,14,16,28,2,0,0,1,1,2,0,0,1,1,2,1,0,3,3,2,1,2,2,0,0,2,1,1,1,0
1,1,1,1,1,8,0,0,2,0,1,1,0,1,0,1,1,1,1,2,1,2,3,1,2,0,1,0,0,2,2,1,1,0
1,1,1,2,1,3,13,46,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,2,0,0,1,1,0,0,1
1,3,1,2,2,3,19,33,1,0,0,0,0,3,1,1,1,0,1,3,1,2,3,1,1,1,2,1,0,2,2,0,1,0
0,4,4,5,5,11,1,2,7,4,1,1,1,3,1,1,3,1,3,3,1,3,2,3,2,0,0,1,1,3,3,0,1,0
1,1,1,2,2,7,1,30,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,0,0,0,2,2,0,1,0
